Linux 3.10.0-229.el7.x86_64 (ip-10-145-11-135.us-west-1.compute.internal) 	08/19/2015 	_x86_64_	(32 CPU)

07:22:54 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:23:54 AM     all      1.48      0.00      2.56      0.70      0.01     95.25
07:24:54 AM     all      5.03      0.00      1.03      2.31      0.01     91.61
07:25:54 AM     all      7.03      0.00      1.23      2.49      0.01     89.23
07:26:54 AM     all     13.86      0.00      1.00      1.75      0.01     83.37
07:27:54 AM     all      7.75      0.00      1.10      1.39      0.01     89.76
07:28:54 AM     all      7.47      0.00      1.02      1.30      0.01     90.20
07:29:54 AM     all      5.24      0.00      1.05      1.13      0.01     92.57
07:30:54 AM     all      4.19      0.00      0.77      2.74      0.01     92.29
07:31:54 AM     all      7.02      0.00      0.81      0.76      0.01     91.40
07:32:54 AM     all      4.88      0.00      0.84      0.87      0.01     93.41
07:33:54 AM     all      4.59      0.00      0.59      0.57      0.00     94.25
07:34:54 AM     all      4.53      0.00      0.63      0.60      0.00     94.24
07:35:54 AM     all      3.86      0.00      0.85      2.06      0.01     93.23
07:36:54 AM     all      4.83      0.00      0.25      1.72      0.01     93.20
07:37:54 AM     all      5.73      0.00      0.46      0.31      0.00     93.50
07:38:54 AM     all      4.43      0.00      0.91      0.72      0.00     93.95
07:39:54 AM     all      4.79      0.00      0.54      0.73      0.00     93.94
07:40:54 AM     all      5.64      0.00      0.57      0.27      0.00     93.51
07:41:54 AM     all      3.26      0.00      0.81      0.71      0.00     95.22
07:42:54 AM     all      2.70      0.00      0.42      0.30      0.00     96.58
07:43:54 AM     all      2.71      0.00      0.39      0.29      0.00     96.60
07:44:54 AM     all      2.71      0.00      0.36      0.32      0.00     96.61
07:45:54 AM     all      2.77      0.00      0.38      0.25      0.00     96.60
07:46:54 AM     all      2.71      0.00      0.38      0.33      0.00     96.58
07:47:54 AM     all      2.74      0.00      0.38      0.29      0.00     96.60
07:48:54 AM     all      2.73      0.00      0.38      0.30      0.00     96.59
07:49:54 AM     all      2.75      0.00      0.38      0.28      0.00     96.59
07:50:54 AM     all      2.70      0.00      0.38      0.31      0.00     96.60
07:51:54 AM     all      2.78      0.00      0.37      0.25      0.00     96.59
07:52:54 AM     all      2.69      0.00      0.37      0.34      0.00     96.60
07:53:54 AM     all      2.74      0.00      0.37      0.27      0.00     96.62
07:54:54 AM     all      2.73      0.00      0.37      0.30      0.00     96.59
07:55:54 AM     all      2.74      0.00      0.38      0.27      0.00     96.61
07:56:54 AM     all      2.70      0.00      0.38      0.32      0.00     96.61
07:57:54 AM     all      2.77      0.00      0.38      0.27      0.00     96.58
07:58:54 AM     all      2.72      0.00      0.37      0.33      0.00     96.57
07:59:54 AM     all      2.73      0.00      0.37      0.28      0.00     96.61
08:00:54 AM     all      2.75      0.00      0.37      0.29      0.00     96.59
08:01:54 AM     all      2.75      0.00      0.38      0.28      0.00     96.60
08:02:54 AM     all      2.70      0.00      0.38      0.32      0.00     96.59
08:03:54 AM     all      2.78      0.00      0.38      0.25      0.00     96.59
08:04:54 AM     all      2.70      0.00      0.37      0.33      0.00     96.60
08:05:54 AM     all      2.73      0.00      0.38      0.29      0.00     96.60
08:06:54 AM     all      2.76      0.00      0.38      0.30      0.00     96.56
08:07:54 AM     all      2.78      0.00      0.36      0.27      0.00     96.59
08:08:54 AM     all      4.61      0.00      0.96      0.21      0.02     94.20
08:09:54 AM     all      8.53      0.00      2.68      1.66      0.07     87.06
08:10:54 AM     all     11.98      0.00      1.72      2.18      0.03     84.09
08:11:54 AM     all     10.81      0.00      1.61      2.49      0.06     85.03
08:12:54 AM     all     10.82      0.00      1.73      2.27      0.05     85.12
08:13:54 AM     all     10.56      0.00      1.50      2.45      0.07     85.43
08:14:54 AM     all     12.64      0.00      1.27      2.46      0.02     83.60
08:15:54 AM     all      9.18      0.00      0.99      0.61      0.00     89.22
08:16:54 AM     all      8.75      0.00      0.67      0.30      0.00     90.28
08:17:54 AM     all      8.84      0.00      0.58      0.39      0.00     90.18
08:18:54 AM     all      7.92      0.00      0.91      0.89      0.00     90.27
08:19:54 AM     all      5.94      0.00      0.48      0.68      0.00     92.89
08:20:54 AM     all      5.54      0.00      0.77      0.50      0.00     93.20
08:21:54 AM     all      3.34      0.00      0.56      1.51      0.01     94.58
08:22:54 AM     all      2.92      0.00      0.24      0.07      0.00     96.78
08:23:54 AM     all      2.91      0.00      0.24      0.08      0.00     96.77
08:24:54 AM     all      2.90      0.00      0.24      0.03      0.00     96.82
08:25:54 AM     all      2.90      0.00      0.24      0.08      0.00     96.77
08:26:54 AM     all      2.92      0.00      0.23      0.06      0.00     96.79
08:27:54 AM     all      2.92      0.00      0.23      0.05      0.00     96.81
08:28:54 AM     all      2.91      0.00      0.24      0.06      0.00     96.80
08:29:54 AM     all      2.90      0.00      0.25      0.04      0.00     96.82
08:30:54 AM     all      2.94      0.00      0.21      0.08      0.00     96.77
08:31:54 AM     all      2.95      0.00      0.19      0.09      0.00     96.76
08:32:54 AM     all      2.95      0.00      0.20      0.16      0.00     96.68
08:33:55 AM     all      2.87      0.00      0.27      0.02      0.00     96.84
08:34:55 AM     all      2.82      0.00      0.35      0.37      0.00     96.46
08:35:55 AM     all      2.83      0.00      0.35      0.42      0.00     96.40
08:36:55 AM     all      2.87      0.00      0.33      0.33      0.00     96.47
08:37:55 AM     all      2.86      0.00      0.32      0.33      0.00     96.48
08:38:55 AM     all      2.86      0.00      0.32      0.33      0.00     96.48
08:39:55 AM     all      2.87      0.00      0.32      0.27      0.00     96.54
08:40:55 AM     all      2.36      0.00      0.58      0.50      0.00     96.55
08:41:55 AM     all      2.11      0.00      1.03      0.00      0.00     96.87
08:42:55 AM     all      2.69      0.00      0.44      0.00      0.00     96.87
08:43:55 AM     all      2.96      0.00      0.20      0.10      0.00     96.74
08:44:55 AM     all      2.95      0.00      0.20      0.11      0.00     96.74
08:45:55 AM     all      2.96      0.00      0.19      0.07      0.00     96.78
08:46:55 AM     all      2.95      0.00      0.20      0.08      0.00     96.76
08:47:55 AM     all      2.96      0.00      0.19      0.07      0.00     96.78
08:48:55 AM     all      2.94      0.00      0.22      0.09      0.00     96.76
08:49:55 AM     all      2.95      0.00      0.20      0.08      0.00     96.77
08:50:55 AM     all      2.97      0.00      0.18      0.07      0.00     96.78
08:51:55 AM     all      3.05      0.00      0.11      0.12      0.00     96.73
08:52:55 AM     all      2.79      0.00      0.36      0.08      0.00     96.77
08:53:55 AM     all      1.62      0.00      0.72      1.80      0.01     95.85
08:54:55 AM     all      4.82      0.00      1.33      0.00      0.00     93.85
08:55:55 AM     all      5.84      0.00      0.44      0.09      0.00     93.63
08:56:55 AM     all      5.91      0.00      0.38      0.19      0.00     93.52
08:57:55 AM     all      5.93      0.00      0.37      0.09      0.00     93.61
08:58:55 AM     all      5.91      0.00      0.38      0.12      0.00     93.59
08:59:55 AM     all      5.92      0.00      0.38      0.20      0.00     93.50
09:00:55 AM     all      5.92      0.00      0.37      0.12      0.00     93.60
09:01:55 AM     all      5.93      0.00      0.38      0.11      0.00     93.58
09:02:55 AM     all      5.92      0.00      0.38      0.19      0.00     93.52
09:03:55 AM     all      5.92      0.00      0.36      0.09      0.00     93.63
09:04:55 AM     all      5.94      0.00      0.35      0.17      0.00     93.54
09:05:55 AM     all      5.86      0.00      0.46      0.28      0.00     93.41
09:06:55 AM     all      5.03      0.00      1.13      1.54      0.01     92.29
09:07:55 AM     all      2.99      0.00      0.39      1.03      0.00     95.59
09:08:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.86
09:09:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.86
09:10:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:11:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:12:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:13:55 AM     all      2.98      0.00      0.15      0.01      0.00     96.85
09:14:55 AM     all      2.98      0.00      0.15      0.01      0.00     96.85
09:15:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.86
09:16:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:17:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:18:55 AM     all      2.98      0.00      0.16      0.01      0.00     96.85
09:19:55 AM     all      2.99      0.00      0.14      0.01      0.00     96.85
09:20:55 AM     all      3.05      0.00      0.09      0.01      0.00     96.85
09:21:55 AM     all      3.05      0.00      0.08      0.01      0.00     96.85
09:22:55 AM     all      3.06      0.00      0.08      0.01      0.00     96.85
09:23:55 AM     all      3.06      0.00      0.07      0.01      0.00     96.85
09:24:55 AM     all      3.07      0.00      0.07      0.02      0.00     96.85
09:25:55 AM     all      2.95      0.00      0.18      0.01      0.00     96.86
09:26:55 AM     all      2.91      0.00      0.26      0.32      0.00     96.51
09:27:55 AM     all      2.91      0.00      0.26      0.32      0.00     96.51
09:28:55 AM     all      2.93      0.00      0.23      0.22      0.00     96.63
09:29:55 AM     all      2.91      0.00      0.25      0.33      0.00     96.51
09:30:55 AM     all      1.79      0.00      1.06      0.85      0.00     96.30
09:31:55 AM     all      1.06      0.00      0.92      3.28      0.01     94.73
