# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit;kbactive;kbinact;kbdirty
ip-10-145-11-135.us-west-1.compute.internal;60;1439991360;20456568;231002992;91.86;0;222840136;8892196;3.54;199096424;23808764;176812
ip-10-145-11-135.us-west-1.compute.internal;60;1439991420;16053648;235405912;93.62;0;226792540;9325252;3.71;199795736;27490828;182404
ip-10-145-11-135.us-west-1.compute.internal;60;1439991480;13380276;238079284;94.68;0;229826740;8972496;3.57;211495656;18472256;65796
ip-10-145-11-135.us-west-1.compute.internal;60;1439991540;5547284;245912276;97.79;0;237190908;9418852;3.75;220157216;17617076;828376
ip-10-145-11-135.us-west-1.compute.internal;60;1439991600;7135612;244323948;97.16;0;236084508;8938508;3.55;220856976;15339508;20
ip-10-145-11-135.us-west-1.compute.internal;60;1439991660;6065904;245393656;97.59;0;237083492;9015448;3.59;222153128;15109284;0
ip-10-145-11-135.us-west-1.compute.internal;60;1439991720;4327380;247132180;98.28;0;238732976;9101036;3.62;225150828;13849552;4780
ip-10-145-11-135.us-west-1.compute.internal;60;1439991780;2757548;248702012;98.90;0;240147924;9273216;3.69;229098372;11490748;7364
ip-10-145-11-135.us-west-1.compute.internal;60;1439991840;2222380;249237180;99.12;0;240476152;9479600;3.77;230513212;10611880;63132
ip-10-145-11-135.us-west-1.compute.internal;60;1439991900;2081000;249378560;99.17;0;240613864;9479272;3.77;230847096;10416536;39900
ip-10-145-11-135.us-west-1.compute.internal;60;1439991960;1952716;249506844;99.22;0;240737484;9479600;3.77;231024028;10362708;40632
ip-10-145-11-135.us-west-1.compute.internal;60;1439992020;1834936;249624624;99.27;0;240852548;9479552;3.77;231112820;10388328;35636
ip-10-145-11-135.us-west-1.compute.internal;60;1439992080;1721972;249737588;99.32;0;240965588;9479132;3.77;231162840;10452012;45484
ip-10-145-11-135.us-west-1.compute.internal;60;1439992140;1607284;249852276;99.36;0;241080452;9479864;3.77;231188336;10540592;44252
ip-10-145-11-135.us-west-1.compute.internal;60;1439992200;1490020;249969540;99.41;0;241192760;9479308;3.77;231202600;10639516;41068
ip-10-145-11-135.us-west-1.compute.internal;60;1439992260;1379212;250080348;99.45;0;241303312;9479636;3.77;231210728;10742136;38208
ip-10-145-11-135.us-west-1.compute.internal;60;1439992320;1264276;250195284;99.50;0;241416428;9479720;3.77;231216112;10850700;36900
ip-10-145-11-135.us-west-1.compute.internal;60;1439992380;1151660;250307900;99.54;0;241530512;9479268;3.77;231217904;10962536;35576
ip-10-145-11-135.us-west-1.compute.internal;60;1439992440;1057692;250401868;99.58;0;241635416;9479032;3.77;231196436;11087796;23384
ip-10-145-11-135.us-west-1.compute.internal;60;1439992500;938368;250521192;99.63;0;241747496;9479020;3.77;231208796;11187400;26644
ip-10-145-11-135.us-west-1.compute.internal;60;1439992560;823628;250635932;99.67;0;241861936;9478864;3.77;231216124;11294764;31592
ip-10-145-11-135.us-west-1.compute.internal;60;1439992620;710000;250749560;99.72;0;241972748;9479548;3.77;231221284;11401608;29800
ip-10-145-11-135.us-west-1.compute.internal;60;1439992680;649012;250810548;99.74;0;242030480;9478876;3.77;227677152;15002516;27808
ip-10-145-11-135.us-west-1.compute.internal;60;1439992740;611944;250847616;99.76;0;242060396;9480112;3.77;226698244;16010944;25808
ip-10-145-11-135.us-west-1.compute.internal;60;1439992800;623912;250835648;99.75;0;242038168;9483744;3.77;225317772;17367904;25404
ip-10-145-11-135.us-west-1.compute.internal;60;1439992860;615024;250844536;99.76;0;242048196;9479780;3.77;223029328;19668836;8600
ip-10-145-11-135.us-west-1.compute.internal;60;1439992920;3303468;248156092;98.69;0;239954016;8894028;3.54;222661936;17357580;4732
ip-10-145-11-135.us-west-1.compute.internal;60;1439992980;3283936;248175624;98.69;0;239973324;8895068;3.54;224439896;15599652;25728
ip-10-145-11-135.us-west-1.compute.internal;60;1439993040;3286108;248173452;98.69;0;239973624;8895128;3.54;225403060;14636224;21384
ip-10-145-11-135.us-west-1.compute.internal;60;1439993100;3278860;248180700;98.70;0;239978492;8896692;3.54;226075604;13969816;10316
ip-10-145-11-135.us-west-1.compute.internal;60;1439993160;3278008;248181552;98.70;0;239979132;8897304;3.54;226517552;13529564;4216
ip-10-145-11-135.us-west-1.compute.internal;60;1439993220;3277908;248181652;98.70;0;239979416;8896960;3.54;226914100;13133336;28192
ip-10-145-11-135.us-west-1.compute.internal;60;1439993280;3276844;248182716;98.70;0;239979912;8897276;3.54;227223756;12825240;27044
ip-10-145-11-135.us-west-1.compute.internal;60;1439993340;2839596;248619964;98.87;0;239981812;9375360;3.73;227839056;12682160;2440
ip-10-145-11-135.us-west-1.compute.internal;60;1439993400;2767048;248692512;98.90;0;239982504;9429168;3.75;227895816;12680240;1052
ip-10-145-11-135.us-west-1.compute.internal;60;1439993460;3077424;248382136;98.78;0;240123868;8985724;3.57;227456448;12819412;15096
ip-10-145-11-135.us-west-1.compute.internal;60;1439993520;615056;250844504;99.76;0;240076896;11511412;4.58;214656660;28095240;6752
ip-10-145-11-135.us-west-1.compute.internal;60;1439993580;614568;250844992;99.76;0;237187128;14446596;5.75;213419728;29378588;4184
ip-10-145-11-135.us-west-1.compute.internal;60;1439993640;623012;250836548;99.75;0;234509260;17169232;6.83;206364380;36477244;1640
ip-10-145-11-135.us-west-1.compute.internal;60;1439993700;623336;250836224;99.75;0;231927132;19792248;7.87;201713340;41173452;500
ip-10-145-11-135.us-west-1.compute.internal;60;1439993760;627780;250831780;99.75;0;229461112;22304720;8.87;197682104;45239652;396
ip-10-145-11-135.us-west-1.compute.internal;60;1439993820;614808;250844752;99.76;0;228228016;23550908;9.37;196468860;46469332;4484
ip-10-145-11-135.us-west-1.compute.internal;60;1439993880;637276;250822284;99.75;0;228198888;23550772;9.37;200870372;42039264;1296
ip-10-145-11-135.us-west-1.compute.internal;60;1439993940;609960;250849600;99.76;0;228224204;23550364;9.37;203495532;39437568;40
ip-10-145-11-135.us-west-1.compute.internal;60;1439994000;629336;250830224;99.75;0;228207520;23550512;9.37;202847044;40069816;4
ip-10-145-11-135.us-west-1.compute.internal;60;1439994060;619132;250840428;99.75;0;228265332;23550248;9.37;201511316;41463308;28
ip-10-145-11-135.us-west-1.compute.internal;60;1439994120;629696;250829864;99.75;0;228346748;23550192;9.37;196257352;46797852;16
ip-10-145-11-135.us-west-1.compute.internal;60;1439994180;624488;250835072;99.75;0;228586164;23485524;9.34;192263476;50968492;8
ip-10-145-11-135.us-west-1.compute.internal;60;1439994240;14566520;236893040;94.21;0;229199772;8951140;3.56;178506856;50813216;32
ip-10-145-11-135.us-west-1.compute.internal;60;1439994300;14151204;237308356;94.37;0;229616104;8950876;3.56;180051744;49685240;0
ip-10-145-11-135.us-west-1.compute.internal;60;1439994360;10721912;240737648;95.74;0;232888808;9102600;3.62;180863452;52297436;2744968
ip-10-145-11-135.us-west-1.compute.internal;60;1439994420;5284044;246175516;97.90;0;238195476;9223612;3.67;180987348;57603792;1865876
ip-10-145-11-135.us-west-1.compute.internal;60;1439994480;614720;250844840;99.76;0;242662136;9345168;3.72;175359696;67819012;1309104
ip-10-145-11-135.us-west-1.compute.internal;60;1439994540;610480;250849080;99.76;0;242609696;9399188;3.74;166682176;76496856;8192
ip-10-145-11-135.us-west-1.compute.internal;60;1439994600;624172;250835388;99.75;0;242595160;9399464;3.74;166267840;76897312;6696
ip-10-145-11-135.us-west-1.compute.internal;60;1439994660;621444;250838116;99.75;0;242596968;9399588;3.74;181266128;61901184;4436
ip-10-145-11-135.us-west-1.compute.internal;60;1439994720;3558304;247901256;98.58;0;239652124;9404740;3.74;186152504;54070840;32
