ctime,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted
1439997731.47962,template1,0,0,0,0,0,0,0,0,0,0
1439997731.47962,template0,0,0,0,0,0,0,0,0,0,0
1439997731.47962,postgres,0,1438,1,10592,49678,691652,11222,0,0,0
1439997731.47962,dbt3,11,13177,1,7134503808,10068469117,135932013700,41276519575,1748275783,777,13499642
1439997791.48462,template1,0,0,0,0,0,0,0,0,0,0
1439997791.48462,template0,0,0,0,0,0,0,0,0,0,0
1439997791.48462,postgres,0,1440,1,10624,49722,692615,11233,0,0,0
1439997791.48462,dbt3,38,14730,1,7134859461,10069403457,135938809483,41277173261,1748276339,904,13500123
1439997852.29963,template1,0,0,0,0,0,0,0,0,0,0
1439997852.29963,template0,0,0,0,0,0,0,0,0,0,0
1439997852.29963,postgres,0,1442,1,10656,49766,693578,11244,0,0,0
1439997852.29963,dbt3,38,14744,1,7134859716,10069406765,135938814906,41277174755,1748276339,904,13500123
1439997912.25097,template1,0,0,0,0,0,0,0,0,0,0
1439997912.25097,template0,0,0,0,0,0,0,0,0,0,0
1439997912.25097,postgres,0,1444,1,10688,49810,694541,11255,0,0,0
1439997912.25097,dbt3,38,14756,1,7134859910,10069409997,135938820311,41277176231,1748276339,904,13500123
1439997972.25358,template1,0,0,0,0,0,0,0,0,0,0
1439997972.25358,template0,0,0,0,0,0,0,0,0,0,0
1439997972.25358,postgres,0,1446,1,10720,49854,695504,11266,0,0,0
1439997972.25358,dbt3,38,14786,1,7139977847,10070671150,136188430841,41286782538,1748276342,907,13500123
1439998032.28954,template1,0,0,0,0,0,0,0,0,0,0
1439998032.28954,template0,0,0,0,0,0,0,0,0,0,0
1439998032.28954,postgres,0,1448,1,10752,49898,696467,11277,0,0,0
1439998032.28954,dbt3,38,14798,1,7139978041,10070674382,136188436246,41286784014,1748276342,907,13500123
1439998092.28364,template1,0,0,0,0,0,0,0,0,0,0
1439998092.28364,template0,0,0,0,0,0,0,0,0,0,0
1439998092.28364,postgres,0,1450,1,10784,49942,697430,11288,0,0,0
1439998092.28364,dbt3,37,14811,1,7139978286,10070677798,136188441760,41286785599,1748276342,907,13500123
1439998152.28555,template1,0,0,0,0,0,0,0,0,0,0
1439998152.28555,template0,0,0,0,0,0,0,0,0,0,0
1439998152.28555,postgres,0,1452,1,10816,49986,698393,11299,0,0,0
1439998152.28555,dbt3,38,14834,1,7147392824,10100750226,136266649778,41359793418,1748276344,909,13500123
1439998212.28706,template1,0,0,0,0,0,0,0,0,0,0
1439998212.28706,template0,0,0,0,0,0,0,0,0,0,0
1439998212.28706,postgres,0,1454,1,10848,50030,699356,11310,0,0,0
1439998212.28706,dbt3,38,14894,1,7192287900,10148841404,137922770386,41604585250,1748276352,917,13500123
1439998272.28997,template1,0,0,0,0,0,0,0,0,0,0
1439998272.28997,template0,0,0,0,0,0,0,0,0,0,0
1439998272.28997,postgres,0,1456,1,10880,50074,700319,11321,0,0,0
1439998272.28997,dbt3,38,14918,1,7192494234,10150304780,137924120493,41604736119,1748276354,919,13500123
1439998332.29249,template1,0,0,0,0,0,0,0,0,0,0
1439998332.29249,template0,0,0,0,0,0,0,0,0,0,0
1439998332.29249,postgres,0,1458,1,10912,50118,701282,11332,0,0,0
1439998332.29249,dbt3,38,14948,1,7204728765,10180318244,138430817083,42066082857,1748276357,922,13500123
1439998392.30423,template1,0,0,0,0,0,0,0,0,0,0
1439998392.30423,template0,0,0,0,0,0,0,0,0,0,0
1439998392.30423,postgres,0,1460,1,10944,50162,702245,11343,0,0,0
1439998392.30423,dbt3,38,14960,1,7204728959,10180321476,138430822488,42066084333,1748276357,922,13500123
1439998452.30286,template1,0,0,0,0,0,0,0,0,0,0
1439998452.30286,template0,0,0,0,0,0,0,0,0,0,0
1439998452.30286,postgres,0,1462,1,10976,50206,703208,11354,0,0,0
1439998452.30286,dbt3,38,14978,1,7207519427,10180791050,138586553835,42071811636,1748276358,923,13500123
1439998512.30842,template1,0,0,0,0,0,0,0,0,0,0
1439998512.30842,template0,0,0,0,0,0,0,0,0,0,0
1439998512.30842,postgres,0,1464,1,11008,50250,704171,11365,0,0,0
